,ca1_d_0,ca1_d_1,ca1_d_2,ca1_v_0,ca1_v_1,ca1_v_2,ca2_0,ca2_1,ca2_2,ca3_d_0,ca3_d_1,ca3_d_2,ca3_v_0,ca3_v_1,ca3_v_2,ca4_0,ca4_1,ca4_2,dg_d_0,dg_d_1,dg_d_2,dg_v_0,dg_v_1,dg_v_2
ENSMUSG00000034151,0.578824,1.88704,0.0,0.589694,3.37222,3.16925,2.2308,0.685255,2.37512,0.0,0.0,0.0,2.17061,1.46504,3.18544,0.810047,0.587888,0.075796,0.214676,0.0682337,0.0,1.58392,0.107252,0.0832601
ENSMUSG00000034152,28.3008,31.262,32.8132,31.288,35.3982,30.687,34.3016,29.5515,31.6751,26.2146,31.9353,23.8434,31.6305,28.6578,33.8836,36.763,31.3805,33.6957,2.75319,14.3196,13.3465,15.6466,25.4928,17.2772
ENSMUSG00000034154,5.11437,4.0562,6.21148,7.30257,2.58029,6.76511,4.53138,5.05886,6.13549,6.45064,7.63186,5.18282,5.09322,4.9772,5.22781,3.29668,2.57132,4.77167,6.96374,6.1064,7.54795,6.78738,7.13219,7.65664
ENSMUSG00000034156,7.61436,3.91382,3.09175,10.8079,6.44132,3.65058,8.99994,8.17863,9.7804,5.32706,2.96193,3.71419,7.35147,9.19061,5.17826,6.97607,5.93853,11.4181,29.8561,10.5681,24.8786,23.8915,15.2043,20.4195
ENSMUSG00000034157,15.5115,17.6706,15.6605,17.3123,14.7715,20.7436,21.8283,16.3109,16.8069,19.2008,16.5732,20.7967,18.4707,20.3288,15.6484,16.5794,13.8853,13.2229,24.1876,30.5717,27.2964,40.9163,32.9742,28.5577
ENSMUSG00000034158,20.6337,17.8004,18.8342,17.3052,17.7156,24.2139,36.7138,36.9279,39.8263,18.7259,24.036,24.6728,31.2258,28.1444,23.4251,22.2615,19.7196,19.8793,41.9018,16.6666,39.6748,38.9081,30.0578,34.741
ENSMUSG00000034159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.199822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000034160,127.954,96.5868,120.402,113.673,90.7201,77.6662,80.5817,94.2431,91.3046,127.143,119.957,116.524,109.625,122.022,96.4079,103.49,105.547,79.6205,115.252,105.768,81.3124,248.068,218.664,208.712
ENSMUSG00000034161,0.0,0.0,0.0,0.128122,0.0,0.0,0.0451453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295948,0.0,0.12326,0.0,0.0,2.01759,0.0,0.0587223,0.741517,0.662852
ENSMUSG00000034163,29.8702,27.6829,37.2251,25.7718,23.5977,23.211,31.9191,31.8258,36.5071,26.7822,36.2836,29.3936,30.8285,35.6324,22.5916,21.7379,25.6154,21.2786,31.1132,30.3887,31.3769,39.763,45.7865,40.0274
ENSMUSG00000034164,0.0,0.0,0.0,0.0,0.0,0.357765,0.0,0.0,0.0,0.0,0.0,0.0,0.0425847,0.576313,3.61364,22.2166,17.9857,18.6504,0.0,0.0,0.0,0.0628682,0.0,2.14238
ENSMUSG00000034165,3.21209,1.08904,3.13792,0.147443,2.34255,2.68993,1.92253,1.11365,0.619953,1.31965,1.86157,0.918235,0.892774,1.20874,1.0975,1.45346,1.70239,1.27789,0.0745175,2.07334,1.82301,0.811028,1.62931,3.67579
ENSMUSG00000034168,5.14696,5.5593,7.33035,5.45091,8.48545,6.26768,5.11354,4.30313,3.01498,4.88096,4.36321,6.66602,5.89043,4.57886,3.99703,7.29877,15.2555,8.66862,7.04904,12.1431,4.41558,7.41386,7.70999,6.59231
ENSMUSG00000034171,47.7993,49.8541,42.2435,24.0037,20.6951,26.8122,29.4161,27.7884,26.0711,39.8723,31.9886,41.0987,31.1014,24.6485,31.2027,28.0763,19.9023,23.2251,32.3127,22.4764,36.4266,28.4517,50.9864,24.5168
ENSMUSG00000034173,3.79946,2.8469,5.61726,0.525649,2.61479,3.17022,2.28438,4.62609,2.07113,1.23544,0.845762,4.61042,3.76369,2.43727,2.35338,2.01031,4.08315,0.898487,0.118104,1.79412,1.66816,4.68461,0.184394,1.34601
ENSMUSG00000034175,1.22176,1.16679,1.49321,5.04209,2.94932,2.0901,0.341106,2.60791,1.26907,0.766905,1.16837,0.772896,1.15307,2.28912,0.506927,3.28065,4.485,5.37894,0.430976,0.68787,0.304597,0.944099,1.85857,1.70435
ENSMUSG00000034177,0.0811411,0.129501,0.0,0.687619,0.0,0.0,0.444383,0.323922,0.0683038,0.613331,0.0,0.151263,2.02062,0.505094,0.280918,0.342976,0.46705,0.446646,0.0,0.0,0.0,0.580452,0.146061,0.203474
ENSMUSG00000034185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0281641,0.0,0.116404,0.965065,0.930874,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000034187,470.757,409.661,443.7,496.244,547.55,537.094,604.35,611.927,583.393,705.239,591.059,662.683,701.442,693.721,671.636,562.423,503.419,484.69,601.959,399.462,506.11,508.641,443.432,486.354
ENSMUSG00000034189,2.85347,4.32047,2.54032,5.69689,4.44539,6.05039,5.21269,7.00711,3.1072,3.43868,4.87867,4.67596,3.96547,3.86175,5.36493,9.66054,10.2101,5.7124,0.882441,0.826834,0.567969,2.52684,4.81032,3.91101
ENSMUSG00000034190,6.95088,6.26241,6.54638,18.9983,4.03026,6.39915,6.12698,10.4788,8.24027,11.3083,5.38016,5.11813,10.5642,8.12633,6.14303,5.27301,6.23017,9.42293,98.8499,3.50126,0.0,4.23078,4.12258,8.0771
ENSMUSG00000034192,0.483472,0.71321,0.985657,0.658168,2.28095,2.10291,0.409793,0.333428,0.35677,0.144434,0.124135,0.632125,0.476534,0.19878,2.69402,2.31374,0.0987805,5.12776,0.0,4.38947,16.8163,1.56421,0.676913,2.33563
ENSMUSG00000034194,2.71656,6.62801,3.74226,2.97727,10.2948,3.11355,6.5542,10.9629,8.32813,1.48283,2.47208,11.3404,2.79514,4.27274,5.65533,5.42774,21.0536,10.0254,8.02326,3.2658,5.28006,7.77994,3.21198,5.30879
ENSMUSG00000034201,5.25561,8.91331,9.39547,3.12669,5.05374,5.5563,4.09026,2.42821,5.42648,5.91776,4.41285,7.66025,5.38307,4.15855,5.23193,9.59399,12.7714,8.61856,42.6958,11.0362,9.91181,14.5489,12.2173,10.7571
ENSMUSG00000034203,24.8109,35.3988,42.3884,46.2942,37.6492,26.9425,26.7341,24.4626,25.1299,18.0706,17.3625,17.8944,34.5181,30.281,38.2841,47.1155,50.7235,34.7093,20.6817,1.97245,2.49633,24.6473,11.9942,12.4261
ENSMUSG00000034205,0.274827,0.269818,0.273113,0.224827,0.324686,0.275077,0.476037,0.272292,0.52397,0.525861,0.323472,0.292793,0.296666,0.217795,0.447182,0.404514,0.66691,0.942396,0.141782,0.632224,0.473766,0.450821,0.60624,0.555135
ENSMUSG00000034206,1.3628,0.678151,1.11281,2.1698,0.190738,0.238328,2.91196,2.71486,2.15207,0.630243,1.56223,1.15673,0.369059,0.534274,0.682775,0.212539,0.328603,0.426541,0.438697,1.23669,1.65399,1.45282,1.16148,1.36171
ENSMUSG00000034209,15.2153,22.6771,15.3271,10.2918,13.9253,9.63268,0.0,0.0,0.158649,4.74801,5.73007,8.65841,4.56064,3.78831,5.85477,5.8124,2.35469,5.73002,33.7745,59.1247,147.438,38.2098,26.7275,35.3438
ENSMUSG00000034210,19.4652,25.925,28.2568,18.1523,19.0364,16.5277,24.9254,22.4009,37.2251,17.2334,24.0911,19.3108,14.5325,22.3792,19.717,18.6423,21.0748,25.3546,25.6786,31.6247,51.2771,22.2581,24.9508,26.8446
ENSMUSG00000034211,20.4232,19.3131,33.8031,22.4311,19.1912,21.2665,21.0508,33.6766,16.791,21.2683,22.1247,18.7169,21.1325,29.4199,27.5719,32.6458,39.0338,26.1402,20.9399,29.7653,13.2249,17.5292,17.8478,23.3076
ENSMUSG00000034212,0.0,0.0,0.0,0.0,0.0,0.0399171,0.0632271,0.0,0.0,0.0364957,0.0999366,0.0,0.111372,0.0,0.0,0.0280737,0.129472,0.0507065,0.0,0.0,0.0,0.164484,0.0236025,0.12659
ENSMUSG00000034216,4.517,5.48484,5.14939,2.39076,4.09603,4.84191,3.01085,5.82087,2.90062,4.49807,4.46562,3.33754,4.94186,4.4058,5.6759,6.99926,7.04623,5.27559,2.37676,4.19997,8.95783,4.45534,7.85807,3.48496
ENSMUSG00000034218,6.10353,6.95135,6.70272,4.7946,4.77125,4.53136,13.647,9.98872,19.9843,14.3723,17.2568,18.6478,14.3325,13.4889,8.89244,10.8188,2.97363,8.77835,30.59,4.64742,20.7946,14.3225,13.5872,11.0332
ENSMUSG00000034219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000034220,5.3747,5.07308,7.3263,21.4575,11.0505,8.97031,20.5283,20.7469,17.2577,41.5341,29.5683,30.2067,13.2237,12.2124,14.9624,30.4799,25.8366,24.9254,6.99865,7.1041,5.68759,4.13797,4.11116,4.05579
ENSMUSG00000034224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0639055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000034226,0.0503144,0.168317,0.0,1.88022,3.57934,3.19405,0.602291,0.566737,0.281197,0.938659,0.349059,0.205475,1.48597,1.01898,1.84248,4.86714,12.114,7.82494,0.0,0.0,0.0,0.274198,0.0,0.281371
ENSMUSG00000034227,0.0,0.0273202,0.632223,0.0,0.0,0.0493752,0.645218,0.122653,0.324567,0.158,0.226629,0.0,0.327334,0.148855,0.0,0.104177,0.0889719,0.041814,0.0,0.312072,0.0623619,0.0762965,1.40136,0.0782922
ENSMUSG00000034235,2.59908,2.56841,2.47977,6.176,4.7414,5.19976,4.24586,3.90157,1.85595,4.17157,4.99587,5.03716,2.5747,4.6928,4.59433,12.2896,3.60024,4.47331,1.94391,9.83941,7.53203,7.76755,4.37096,2.69086
ENSMUSG00000034239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0781557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000034243,36.0577,37.9231,34.9569,37.7231,32.3277,41.4972,44.4982,41.6493,36.6431,35.8891,37.9529,31.241,45.4796,44.9262,48.3541,56.8091,54.4977,64.6685,17.1997,41.0395,24.359,57.1537,26.8007,28.5414
ENSMUSG00000034245,21.2841,24.3941,20.4574,33.0917,25.5615,27.2886,14.8848,25.2839,13.341,15.432,17.3346,17.2566,27.616,24.3325,26.2224,33.3201,42.7162,39.9769,20.8913,9.68826,1.97312,17.1191,13.7108,13.5375
ENSMUSG00000034247,6.2945,3.13482,6.50068,4.3108,4.58724,5.1229,3.75744,5.97631,3.6288,6.59885,6.11801,6.523,5.21279,7.8448,3.60293,3.46982,3.41056,3.1416,7.02419,6.9543,13.4825,6.70725,7.50564,5.8823
ENSMUSG00000034248,4.68367,2.3072,4.69929,0.909227,3.68672,3.26734,6.56774,9.46911,5.13932,5.10683,2.4021,3.39106,4.37561,2.81438,3.69771,2.53865,3.71199,2.17406,2.12112,4.72022,0.157208,3.46205,7.96695,7.69731
ENSMUSG00000034252,95.7545,87.7104,87.7022,103.135,77.0169,76.4119,111.357,114.221,126.571,91.1626,112.874,102.116,94.4179,76.1357,95.9371,95.9827,118.644,100.159,173.496,139.905,178.925,138.155,104.746,118.063
ENSMUSG00000034254,37.9999,41.4716,33.98,18.6815,35.4827,54.4388,36.0705,28.7372,38.3418,62.3462,33.428,35.8406,41.0153,32.5344,30.8832,56.2647,30.5789,23.4283,79.3975,92.8604,160.528,34.7345,38.9269,25.2282
ENSMUSG00000034255,2.25514,1.81601,1.33497,1.28472,1.40419,2.65863,2.09255,0.933843,1.90187,3.19141,1.32477,2.67125,3.12115,2.18699,2.2425,0.836486,0.0398686,1.78692,4.35708,0.114799,2.96107,2.92399,3.66264,3.63147
ENSMUSG00000034258,0.0,0.0,0.0141992,0.0,0.0,0.0,0.223952,0.156098,0.0,0.0172358,0.0,0.0,0.0,0.0,0.0,0.0265168,0.0407639,0.0,0.0,0.0,0.0,0.0,0.0668807,0.0
ENSMUSG00000034259,5.58195,7.22196,7.44104,6.5214,5.96875,6.12942,4.34038,6.86666,6.28075,4.61509,4.21252,7.01406,5.33414,6.59442,6.8431,6.28873,10.6551,7.50245,16.7125,27.6197,9.47206,5.23714,7.95087,4.91676
ENSMUSG00000034263,17.5137,13.4938,10.9419,18.3381,8.51252,13.7625,15.4031,9.84221,14.4763,11.8656,11.9903,7.84102,12.4822,12.7499,13.189,7.94512,7.10788,7.08029,1.01717,7.93348,11.2706,21.9591,15.6686,5.78274
ENSMUSG00000034265,16.2156,14.1942,21.1224,17.4282,27.8684,15.6744,6.98069,8.55505,3.43337,20.0898,16.6025,17.2996,23.98,20.1526,24.6429,25.3956,30.6719,22.094,5.00685,22.8095,7.19416,8.63035,6.83428,6.30695
ENSMUSG00000034266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000034269,54.9651,47.0165,46.3821,68.9612,66.5687,45.7331,57.9081,52.8325,53.6017,41.9577,44.4554,55.845,52.4666,58.1726,52.1838,49.2175,55.319,51.3826,106.781,52.2249,42.6633,63.4573,66.7116,72.3006
ENSMUSG00000034271,10.7278,10.119,12.9605,3.45633,2.15859,3.74069,15.4927,12.7338,11.3421,8.01513,9.43456,8.57621,4.11858,5.01216,4.00392,11.3125,17.4356,11.721,42.2141,7.50093,53.4402,0.513672,0.589815,3.64674
ENSMUSG00000034274,10.2385,9.93842,10.4109,11.0263,9.90345,11.9069,8.2951,6.27566,9.98101,8.85029,8.80189,6.89616,8.7802,11.0835,7.94817,8.49459,16.109,8.08124,1.66116,26.09,7.76624,8.89566,9.46732,6.63789
ENSMUSG00000034275,12.4556,14.1599,7.60294,4.12578,4.11693,3.59404,3.76103,10.7614,2.09818,1.14639,0.675987,1.13343,1.11853,1.27207,1.06936,1.25761,1.23822,4.43428,0.0,0.22921,0.0,0.236234,0.514535,0.359399
ENSMUSG00000034278,4.12182,2.23941,1.11717,0.866347,3.54493,1.89643,1.98424,1.00229,3.47254,1.76205,0.375282,4.05003,3.51465,6.52445,4.28313,9.66876,3.3339,4.86666,18.0706,13.8247,0.0,11.358,5.84974,2.06531
ENSMUSG00000034282,0.0,0.0,0.0229202,0.0455972,0.0329251,0.0202868,0.0,0.0,0.0,0.0370959,0.0338601,0.0274063,0.0353926,0.0407736,0.0702144,0.178346,0.0146224,0.137441,0.0,0.435953,0.230604,0.031348,0.0359861,0.0107227
ENSMUSG00000034285,18.4851,19.2919,24.5694,31.8146,17.5751,28.5113,25.7757,22.6338,24.8686,21.2312,18.1793,22.4683,30.0613,28.3422,27.1595,28.8956,39.1727,32.4592,27.5411,21.3804,26.2526,30.6938,26.6435,24.0433
ENSMUSG00000034290,7.18287,7.29117,9.4904,11.2146,7.25883,5.93933,8.77921,4.50979,8.822,8.76094,6.71244,7.44979,6.75406,5.292,4.37623,3.0948,3.80434,6.54688,13.4132,2.55327,5.43631,10.5029,9.62562,12.3155
ENSMUSG00000034292,3.51712,4.49931,5.35734,1.70692,3.60744,5.85319,3.85812,4.04908,5.85965,2.87896,1.96315,3.51992,4.9248,3.00306,3.56872,2.52725,6.18145,4.75292,12.3314,4.16775,4.63213,5.38095,4.03044,6.59863
ENSMUSG00000034295,1.44745,1.04265,0.465318,0.0,0.25662,0.210819,10.8409,13.8868,10.9656,0.191728,0.164936,0.130587,0.0367725,0.300178,4.95962,8.66489,6.95677,6.04669,0.0299379,0.0,0.0,0.138139,0.561028,0.445756
ENSMUSG00000034297,81.105,63.5922,87.9128,52.8379,47.1874,48.148,61.1903,59.0015,66.6035,45.5782,57.4618,50.966,29.7106,29.9878,42.1381,30.9236,19.8534,22.3733,72.8228,81.8172,88.9865,74.7556,88.3068,66.9729
ENSMUSG00000034300,12.1368,13.0288,13.3628,18.8758,14.4403,18.4447,17.4725,19.0302,23.5138,20.0969,19.0951,34.7404,23.4524,21.6702,17.1249,12.5034,11.3719,11.3076,29.7251,13.394,13.6804,13.3758,29.988,19.5258
ENSMUSG00000034303,1.02093,1.99228,0.857871,0.289028,0.894442,1.39615,0.509213,0.456338,2.85289,1.34366,0.597897,1.47249,2.55111,3.80294,0.413279,2.32558,0.357508,0.82453,0.0,1.25397,0.232022,2.57372,0.955872,1.84484
ENSMUSG00000034308,1.45546,2.70697,0.596851,1.61409,1.28608,2.6781,2.51823,3.01602,4.33399,1.96973,3.72191,1.44965,3.6012,5.93654,4.13234,2.50988,4.09066,3.82115,12.7724,0.0,2.43955,4.55172,2.10389,1.10513
ENSMUSG00000034310,3.10454,4.05375,3.28353,1.02066,2.55495,1.24122,0.0,0.112804,0.435321,0.0138394,0.0,0.0,0.0105632,0.121692,0.515168,0.393893,0.600071,0.179464,0.0,0.0,0.0382364,0.077967,0.0179005,0.240019
ENSMUSG00000034311,0.171955,0.269643,0.0195762,0.0292086,0.295275,0.103962,0.30876,0.248023,0.10678,0.172667,0.054225,0.04682,2.91512,0.236414,0.414396,0.0182792,0.149869,0.0660326,0.0590551,0.0985632,0.164138,0.200808,0.614717,0.302223
ENSMUSG00000034312,42.7701,39.9967,36.9366,20.0266,22.6711,17.2028,41.4729,41.8659,42.6094,32.5934,24.9319,23.3586,23.5761,32.8624,28.5385,40.1767,42.0818,40.2977,36.1951,29.4831,43.0677,9.74676,12.8378,16.7459
ENSMUSG00000034317,0.419052,0.815564,0.464674,0.0495224,0.0,0.282107,1.267,0.255419,0.393044,0.584194,0.349361,0.431349,1.72956,1.00795,1.07689,1.98959,1.66541,0.597096,0.779706,8.5388,0.33918,0.522047,0.234076,0.972846
ENSMUSG00000034320,3.56361,1.573,4.58675,1.60187,2.44787,3.61318,1.51611,1.40671,2.9008,1.81085,0.753831,1.35091,2.79324,2.09309,2.03167,2.12734,1.5829,1.41063,6.91599,1.52944,10.4459,4.32829,2.85266,6.33055
ENSMUSG00000034321,10.2484,12.5031,9.38196,7.62727,8.29373,4.79079,5.94426,13.719,5.54393,4.85475,7.29649,8.55752,11.5898,9.33458,6.10285,11.0087,11.1363,6.99857,2.26781,7.46903,28.1365,14.8058,9.91459,13.3362
ENSMUSG00000034324,0.0434236,0.0680574,0.133484,0.0850485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15695,4.24449,6.77821,7.45145,12.203,9.57041,0.0,0.0,0.0,0.122467,0.0,0.0
ENSMUSG00000034327,4.82096,1.84146,3.57264,2.53981,3.07638,2.82221,8.60745,9.48203,4.96889,9.99695,6.17997,4.86714,3.99023,4.11995,5.89365,2.5313,10.0834,4.09874,0.188233,13.6181,0.0697542,3.67026,1.57168,3.29308
ENSMUSG00000034329,0.0319166,0.069405,0.00726486,0.0216844,0.0313178,0.0385937,0.112342,0.65964,0.0396399,0.0683368,0.217416,0.237851,0.0269312,0.0775708,0.0500918,0.0203555,0.118231,0.12257,0.245226,0.268339,71.6246,0.0397575,0.0114079,0.0407978
ENSMUSG00000034330,0.0,0.0,0.0,0.0,0.0,0.0301469,0.0358136,0.0,0.0,0.0413443,0.0628965,0.0,0.0631135,0.151477,0.382583,0.614867,1.31463,0.421249,0.102748,1.71487,2.3988,1.21119,0.623893,0.653303
ENSMUSG00000034333,2.38306,2.16634,2.86801,4.31944,3.3321,2.36343,4.02718,2.79712,5.38462,3.29584,3.89278,1.89206,1.71594,2.49503,3.3326,1.57825,0.748515,1.93074,1.19336,1.7503,0.964867,1.47558,3.09137,3.64358
ENSMUSG00000034334,2.94718,2.5167,3.63775,2.52941,4.87053,2.9072,1.59686,1.08715,0.308232,0.857423,1.76092,1.30915,2.5196,5.37184,1.75816,2.34143,0.43937,2.42229,5.85984,0.829827,8.40973,1.15931,3.43799,1.78445
ENSMUSG00000034336,86.0953,74.8128,75.3289,82.9255,71.7514,70.0721,83.8606,79.3041,94.0676,137.615,137.62,134.389,67.0726,66.1324,70.327,64.9684,79.9519,71.2738,107.763,112.022,129.396,59.5024,75.1839,64.6082
ENSMUSG00000034339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000034341,71.3883,64.0827,59.0375,81.2463,71.8183,89.2648,51.9927,65.2247,48.5792,136.737,93.221,98.3415,100.932,102.696,80.016,83.3901,80.4969,57.976,103.277,92.8868,138.745,104.81,116.806,110.128
ENSMUSG00000034342,36.2547,30.5503,41.9969,51.2783,18.9099,29.7183,37.2429,28.8088,34.4525,49.1612,43.5345,27.0565,42.8703,64.0122,27.2314,32.4336,23.5884,26.8299,7.12085,13.1471,36.6829,43.7549,35.4292,52.8952
ENSMUSG00000034343,12.0541,14.2918,5.7021,4.29975,7.80725,12.6986,12.3782,12.8649,11.4015,11.5699,12.4811,20.3787,10.0913,10.4697,13.3206,11.5416,8.62276,9.81002,10.6149,5.52901,18.3497,5.14375,4.76407,8.06186
ENSMUSG00000034345,64.5074,62.0181,73.8119,62.3584,67.0452,62.9758,65.4288,69.6958,64.5448,56.9236,72.3193,69.543,54.0776,42.4842,64.9436,48.9344,54.3035,51.6239,75.4937,59.0188,36.2028,55.9352,74.415,71.6441
ENSMUSG00000034349,2.10824,2.86677,3.80837,7.07404,3.88204,4.50063,4.74865,3.07325,5.1699,3.9242,4.01858,3.38456,3.2226,4.16156,3.16157,3.25353,6.35319,3.67211,0.886571,6.71921,2.54623,3.7915,4.38107,6.14792
ENSMUSG00000034353,19.669,18.781,13.5388,7.94812,7.50386,8.75205,0.442633,0.168285,0.667948,2.27471,1.59005,0.366077,9.58718,9.38435,2.23019,0.642973,0.988792,0.0215139,3.98287,9.25365,22.4603,13.7383,12.9085,15.576
ENSMUSG00000034354,13.8691,10.9949,22.4487,16.3137,17.9471,14.2099,11.6093,10.2846,8.99403,14.545,11.9331,16.7131,15.1468,13.2041,16.4578,16.3085,12.6484,17.7115,16.2977,11.108,40.9286,9.99968,9.25845,15.1135
ENSMUSG00000034359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000034361,1.4124,1.14188,1.87061,71.4863,55.709,49.4904,3.23477,1.0944,1.86577,3.92837,3.418,4.04035,116.577,110.631,65.9347,58.9589,63.2166,82.5463,0.471513,0.523338,0.489341,2.13706,0.523616,2.13609
ENSMUSG00000034362,0.0,0.0,0.0175257,0.0,0.0,0.0,0.0,0.346803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04794,0.0275165,0.049194
ENSMUSG00000034371,2.88728,2.57424,2.63326,3.73779,4.67727,3.97692,1.02757,1.34479,3.87135,2.91953,3.79631,4.80895,1.38573,3.78832,4.01922,3.42871,3.26493,2.91114,2.28572,1.88928,0.0726033,5.96067,3.3971,3.09919
ENSMUSG00000034377,52.735,34.0834,31.5557,51.8045,76.9789,62.1355,33.1779,35.9628,35.8072,62.9597,66.9821,68.1838,56.2088,54.7263,54.177,44.0473,32.5307,39.2653,110.082,79.8546,114.002,80.6462,93.1314,65.626
ENSMUSG00000034379,1.77711,1.34565,0.519456,0.979011,1.88515,2.54086,1.09239,1.89352,3.19132,1.32747,0.757296,1.04611,1.11453,3.18564,1.29818,0.740322,1.28198,1.10662,0.0,0.0,0.0,1.42092,4.20666,2.37899
ENSMUSG00000034382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0371469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000034384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.399981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.534985,1.04669,0.509849
ENSMUSG00000034387,0.0,0.0,0.0,0.0,1.48882,0.0,0.182293,0.0,0.0,0.0,0.0,0.0,0.213909,0.0,0.172594,0.0,0.141331,0.247182,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000034390,104.352,103.839,92.3869,167.269,134.996,148.775,90.1917,107.861,83.8972,133.389,135.936,134.375,140.156,142.835,130.364,127.977,141.251,132.746,169.377,110.006,145.028,117.201,122.716,120.855
ENSMUSG00000034391,0.0,0.0499214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0412449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0858696,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000034394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000034401,0.140147,0.251743,0.0,0.0,0.923929,1.07105,0.0,0.282868,0.0286518,0.237452,0.0,0.0,0.247303,0.634932,0.362073,0.0,0.251343,1.07831,0.0,0.0,0.0,0.293223,0.168298,0.300884
ENSMUSG00000034402,5.52809,5.35561,6.32947,1.86368,0.672869,0.510263,3.27083,5.24181,1.78192,9.11183,10.3264,6.70665,0.712168,3.72832,22.738,23.046,28.1473,27.4263,4.63761,9.79618,3.82656,1.59338,1.13142,2.17446
ENSMUSG00000034403,76.7926,71.8372,58.8545,81.8075,85.8211,89.3967,55.5922,55.5125,56.0301,75.8342,69.6288,74.3647,79.6383,72.1697,70.7124,61.0644,60.0935,64.2682,31.9523,16.4882,58.4247,74.2638,66.5958,58.6792
ENSMUSG00000034412,1.76272,3.30234,1.64491,0.223116,0.322218,1.52212,1.17927,3.81944,1.68571,2.48225,5.08038,6.02276,2.0782,2.12814,1.73695,2.97877,3.05281,2.40989,2.857,5.35393,6.26885,2.48836,1.72189,5.66053
ENSMUSG00000034413,5.66017,5.9563,5.14242,8.14344,7.06991,11.016,7.39752,10.2661,10.7897,7.65912,8.8087,5.1304,7.81897,8.66399,6.57803,6.18625,5.32864,6.97016,2.6886,1.509,0.634833,6.49394,9.17603,7.0291
ENSMUSG00000034416,0.0,0.0,0.0,0.0,0.0,0.0384582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.493686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.132129
ENSMUSG00000034422,0.0,0.0,0.0,0.0,0.0283395,0.0174614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.533292,0.0,0.0,0.0,0.0,0.0,0.0,0.00922926
ENSMUSG00000034424,16.8045,12.3905,18.1171,24.5099,19.956,40.7471,45.1721,31.5847,23.8572,26.0125,27.6008,31.1205,30.9717,35.867,42.4537,74.2315,68.0874,66.5368,7.8513,4.31122,8.95526,13.6838,9.92388,22.5332
ENSMUSG00000034427,0.0,0.0202124,0.0,0.0,0.683566,0.0458122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184521,0.0,0.0,0.0
ENSMUSG00000034429,1.4014,1.35543,0.469798,0.862177,2.15709,0.472659,1.8467,2.05192,0.453106,1.55288,0.821774,0.319267,0.302319,5.05898,2.57683,4.48306,3.15488,0.833916,0.536925,2.78829,0.453619,0.653541,1.065,0.582899
